Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0012789		Caust.v2_015636			
OG0012790		Caust.v2_015635			
OG0012791		Caust.v2_015630			
OG0012792		Caust.v2_015632			
OG0012793		Caust.v2_015637			
OG0012794		Caust.v2_015629			
OG0012795		Caust.v2_015626			
OG0012796		Caust.v2_015633			
OG0012797		Caust.v2_015628			
OG0012798		Caust.v2_015631			
OG0012799		Caust.v2_014050			
OG0012800		Caust.v2_014054			
OG0012801		Caust.v2_014063			
OG0012802		Caust.v2_014052			
OG0012803		Caust.v2_014057			
OG0012804		Caust.v2_014046			
OG0012805		Caust.v2_014049			
OG0012806		Caust.v2_014058			
OG0012807		Caust.v2_014062			
OG0012808		Caust.v2_014051			
OG0012809		Caust.v2_014059			
OG0012810		Caust.v2_014047			
OG0012811		Caust.v2_014055			
OG0012812		Caust.v2_014053			
OG0012813		Caust.v2_017886			
OG0012814		Caust.v2_020299			
OG0012815		Caust.v2_018909			
OG0012816		Caust.v2_015014			
OG0012817		Caust.v2_015008			
OG0012818		Caust.v2_015013			
OG0012819		Caust.v2_019845			
OG0012820		Caust.v2_011382			
OG0012821		Caust.v2_011385			
OG0012822		Caust.v2_011394			
OG0012823		Caust.v2_011404			
OG0012824		Caust.v2_015766			
OG0012825		Caust.v2_015764			
OG0012826		Caust.v2_015767			
OG0012827		Caust.v2_008264			
OG0012828		Caust.v2_008262			
OG0012829		Caust.v2_008261			
OG0012830		Caust.v2_008284			
OG0012831		Caust.v2_008283			
OG0012832		Caust.v2_008298			
OG0012833		Caust.v2_008300			
OG0012834		Caust.v2_008282			
OG0012835		Caust.v2_008297			
OG0012836		Caust.v2_008301			
OG0012837		Caust.v2_017032			
OG0012838		Caust.v2_017682			
OG0012839		Caust.v2_021200			
OG0012840		Caust.v2_016616			
OG0012841		Caust.v2_016618			
OG0012842		Caust.v2_016615			
OG0012843		Caust.v2_020436			
OG0012844		Caust.v2_019678			
OG0012845		Caust.v2_019677			
OG0012846		Caust.v2_019676			
OG0012847		Caust.v2_019162			
OG0012848		Caust.v2_021579			
OG0012849		Caust.v2_018262			
OG0012850		Caust.v2_018265			
OG0012851		Caust.v2_018264			
OG0012852		Caust.v2_022173			
OG0012853		Caust.v2_021658			
OG0012854		Caust.v2_022677			
OG0012855		Caust.v2_019577			
OG0012856		Caust.v2_022301			
OG0012857		Caust.v2_004934			
OG0012858		Caust.v2_004945			
OG0012859		Caust.v2_004946			
OG0012860		Caust.v2_004949			
OG0012861		Caust.v2_004969			
OG0012862		Caust.v2_004975			
OG0012863		Caust.v2_004957			
OG0012864		Caust.v2_004982			
OG0012865		Caust.v2_004983			
OG0012866		Caust.v2_004998			
OG0012867		Caust.v2_005003			
OG0012868		Caust.v2_004980			
OG0012869		Caust.v2_004981			
OG0012870		Caust.v2_005001			
OG0012871		Caust.v2_005002			
OG0012872		Caust.v2_004984			
OG0012873		Caust.v2_004999			
OG0012874		Caust.v2_022387			
OG0012875		Caust.v2_021843			
OG0012876		Caust.v2_015284			
OG0012877		Caust.v2_015283			
OG0012878		Caust.v2_015290			
OG0012879		Caust.v2_015287			
OG0012880		Caust.v2_015285			
OG0012881		Caust.v2_020773			
OG0012882		Caust.v2_020772			
OG0012883		Caust.v2_016647			
OG0012884		Caust.v2_016648			
OG0012885		Caust.v2_016649			
OG0012886		Caust.v2_016650			
OG0012887		Caust.v2_015669			
OG0012888		Caust.v2_021033			
OG0012889		Caust.v2_022423			
OG0012890		Caust.v2_021789			
OG0012891		Caust.v2_021982			
OG0012892		Caust.v2_012986			
OG0012893		Caust.v2_012992			
OG0012894		Caust.v2_012981			
OG0012895		Caust.v2_012993			
OG0012896		Caust.v2_012985			
OG0012897		Caust.v2_012987			
OG0012898		Caust.v2_012989			
OG0012899		Caust.v2_012991			
OG0012900		Caust.v2_010211			
OG0012901		Caust.v2_010208			
OG0012902		Caust.v2_010213			
OG0012903		Caust.v2_010210			
OG0012904		Caust.v2_010214			
OG0012905		Caust.v2_010209			
OG0012906		Caust.v2_010237			
OG0012907		Caust.v2_010224			
OG0012908		Caust.v2_010225			
OG0012909		Caust.v2_010236			
OG0012910		Caust.v2_010229			
OG0012911		Caust.v2_010227			
OG0012912		Caust.v2_010232			
OG0012913		Caust.v2_016681			
OG0012914		Caust.v2_016684			
OG0012915		Caust.v2_016682			
OG0012916		Caust.v2_016680			
OG0012917		Caust.v2_016683			
OG0012918		Caust.v2_016678			
OG0012919		Caust.v2_016679			
OG0012920		Caust.v2_019472			
OG0012921		Caust.v2_019473			
OG0012922		Caust.v2_020025			
OG0012923		Caust.v2_020024			
OG0012924		Caust.v2_021397			
OG0012925		Caust.v2_018630			
OG0012926		Caust.v2_018631			
OG0012927		Caust.v2_018633			
OG0012928		Caust.v2_013171			
OG0012929		Caust.v2_013180			
OG0012930		Caust.v2_003990			
OG0012931		Caust.v2_003989			
OG0012932		Caust.v2_003984			
OG0012933		Caust.v2_003986			
OG0012934		Caust.v2_003982			
OG0012935		Caust.v2_003991			
OG0012936		Caust.v2_003988			
OG0012937		Caust.v2_004000			
OG0012938		Caust.v2_004008			
OG0012939		Caust.v2_003998			
OG0012940		Caust.v2_004024			
OG0012941		Caust.v2_004010			
OG0012942		Caust.v2_004025			
OG0012943		Caust.v2_004018			
OG0012944		Caust.v2_004009			
OG0012945		Caust.v2_004003			
OG0012946		Caust.v2_004020			
OG0012947		Caust.v2_004038			
OG0012948		Caust.v2_017545			
OG0012949		Caust.v2_017541			
OG0012950		Caust.v2_017542			
OG0012951		Caust.v2_017543			
OG0012952		Caust.v2_021689			
OG0012953		Caust.v2_022136			
OG0012954		Caust.v2_015028			
OG0012955		Caust.v2_015016			
OG0012956		Caust.v2_015029			
OG0012957		Caust.v2_015022			
OG0012958		Caust.v2_015021			
OG0012959		Caust.v2_015019			
OG0012960		Caust.v2_015024			
OG0012961		Caust.v2_015020			
OG0012962		Caust.v2_015017			
OG0012963		Caust.v2_019222			
OG0012964		Caust.v2_019733			
OG0012965		Caust.v2_021703			
OG0012966		Caust.v2_017027			
OG0012967		Caust.v2_019992			
OG0012968		Caust.v2_019509			
OG0012969		Caust.v2_019508			
OG0012970		Caust.v2_021666			
OG0012971		Caust.v2_019544			
OG0012972		Caust.v2_021925			
OG0012973		Caust.v2_014473			
OG0012974		Caust.v2_014467			
OG0012975		Caust.v2_014468			
OG0012976		Caust.v2_014477			
OG0012977		Caust.v2_014479			
OG0012978		Caust.v2_014466			
OG0012979		Caust.v2_014469			
OG0012980		Caust.v2_014475			
OG0012981		Caust.v2_014472			
OG0012982		Caust.v2_014470			
OG0012983		Caust.v2_021363			
OG0012984		Caust.v2_021736			
OG0012985		Caust.v2_015548			
OG0012986		Caust.v2_015552			
OG0012987		Caust.v2_015544			
OG0012988		Caust.v2_015553			
OG0012989		Caust.v2_015557			
OG0012990		Caust.v2_015545			
OG0012991		Caust.v2_015555			
OG0012992		Caust.v2_015556			
OG0012993		Caust.v2_015546			
OG0012994		Caust.v2_020799			
OG0012995		Caust.v2_021410			
OG0012996		Caust.v2_012413			
OG0012997		Caust.v2_012411			
OG0012998		Caust.v2_012406			
OG0012999		Caust.v2_012405			
OG0013000		Caust.v2_012408			
OG0013001		Caust.v2_012412			
OG0013002		Caust.v2_012415			
OG0013003		Caust.v2_012418			
OG0013004		Caust.v2_012427			
OG0013005		Caust.v2_012423			
OG0013006		Caust.v2_012416			
OG0013007		Caust.v2_012426			
OG0013008		Caust.v2_012422			
OG0013009		Caust.v2_012429			
OG0013010		Caust.v2_012420			
OG0013011		Caust.v2_012417			
OG0013012		Caust.v2_012428			
OG0013013		Caust.v2_011149			
OG0013014		Caust.v2_011145			
OG0013015		Caust.v2_011148			
OG0013016		Caust.v2_011128			
OG0013017		Caust.v2_021257			
OG0013018		Caust.v2_012883			
OG0013019		Caust.v2_012885			
OG0013020		Caust.v2_012882			
OG0013021		Caust.v2_012884			
OG0013022		Caust.v2_012891			
OG0013023		Caust.v2_012890			
OG0013024		Caust.v2_012888			
OG0013025		Caust.v2_012881			
OG0013026		Caust.v2_012886			
OG0013027		Caust.v2_012887			
OG0013028		Caust.v2_021949			
OG0013029		Caust.v2_013360			
OG0013030		Caust.v2_013366			
OG0013031		Caust.v2_013358			
OG0013032		Caust.v2_013357			
OG0013033		Caust.v2_019995			
OG0013034		Caust.v2_015047			
OG0013035		Caust.v2_015054			
OG0013036		Caust.v2_015049			
OG0013037		Caust.v2_015051			
OG0013038		Caust.v2_015057			
OG0013039		Caust.v2_015056			
OG0013040		Caust.v2_015048			
OG0013041		Caust.v2_015053			
OG0013042		Caust.v2_015055			
OG0013043		Caust.v2_015050			
OG0013044		Caust.v2_015058			
OG0013045		Caust.v2_018745			
OG0013046		Caust.v2_018744			
OG0013047		Caust.v2_018743			
OG0013048		Caust.v2_016535			
OG0013049		Caust.v2_016532			
OG0013050		Caust.v2_016536			
OG0013051		Caust.v2_016531			
OG0013052		Caust.v2_016534			
OG0013053		Caust.v2_016533			
OG0013054		Caust.v2_016537			
OG0013055		Caust.v2_016530			
OG0013056		Caust.v2_021791			
OG0013057		Caust.v2_020906			
OG0013058		Caust.v2_020905			
OG0013059		Caust.v2_021944			
OG0013060		Caust.v2_018844			
OG0013061		Caust.v2_018846			
OG0013062		Caust.v2_018845			
OG0013063		Caust.v2_022012			
OG0013064		Caust.v2_018774			
OG0013065		Caust.v2_018777			
OG0013066		Caust.v2_018776			
OG0013067		Caust.v2_017867			
OG0013068		Caust.v2_013838			
OG0013069		Caust.v2_013835			
OG0013070		Caust.v2_013836			
OG0013071		Caust.v2_022190			
OG0013072		Caust.v2_021536			
OG0013073		Caust.v2_017412			
OG0013074		Caust.v2_012745			
OG0013075		Caust.v2_012748			
OG0013076		Caust.v2_012744			
OG0013077		Caust.v2_012747			
OG0013078		Caust.v2_012740			
OG0013079		Caust.v2_012750			
OG0013080		Caust.v2_012742			
OG0013081		Caust.v2_012743			
OG0013082		Caust.v2_012741			
OG0013083		Caust.v2_021836			
OG0013084		Caust.v2_015365			
OG0013085		Caust.v2_015371			
OG0013086		Caust.v2_015375			
OG0013087		Caust.v2_015367			
OG0013088		Caust.v2_015373			
OG0013089		Caust.v2_015370			
OG0013090		Caust.v2_015368			
OG0013091		Caust.v2_015372			
OG0013092		Caust.v2_015369			
OG0013093		Caust.v2_015364			
OG0013094		Caust.v2_015366			
OG0013095		Caust.v2_018875			
OG0013096		Caust.v2_022223			
OG0013097		Caust.v2_006470			
OG0013098		Caust.v2_006471			
OG0013099		Caust.v2_006485			
OG0013100		Caust.v2_006487			
OG0013101		Caust.v2_006498			
OG0013102		Caust.v2_006491			
OG0013103		Caust.v2_006500			
OG0013104		Caust.v2_006486			
OG0013105		Caust.v2_006489			
OG0013106		Caust.v2_006492			
OG0013107		Caust.v2_006493			
OG0013108		Caust.v2_006502			
OG0013109		Caust.v2_006515			
OG0013110		Caust.v2_006510			
OG0013111		Caust.v2_006514			
OG0013112		Caust.v2_006513			
OG0013113		Caust.v2_006508			
OG0013114		Caust.v2_006517			
OG0013115		Caust.v2_006518			
OG0013116		Caust.v2_006512			
OG0013117		Caust.v2_021763			
OG0013118		Caust.v2_022072			
OG0013119		Caust.v2_020229			
OG0013120		Caust.v2_020230			
OG0013121		Caust.v2_007389			
OG0013122		Caust.v2_007393			
OG0013123		Caust.v2_007390			
OG0013124		Caust.v2_007395			
OG0013125		Caust.v2_007392			
OG0013126		Caust.v2_007399			
OG0013127		Caust.v2_007403			
OG0013128		Caust.v2_007404			
OG0013129		Caust.v2_007406			
OG0013130		Caust.v2_007402			
OG0013131		Caust.v2_007398			
OG0013132		Caust.v2_007400			
OG0013133		Caust.v2_007401			
OG0013134		Caust.v2_007411			
OG0013135		Caust.v2_007408			
OG0013136		Caust.v2_007405			
OG0013137		Caust.v2_007391			
OG0013138		Caust.v2_007407			
OG0013139		Caust.v2_007410			
OG0013140		Caust.v2_007394			
OG0013141		Caust.v2_007412			
OG0013142		Caust.v2_007396			
OG0013143		Caust.v2_007397			
OG0013144		Caust.v2_007414			
OG0013145		Caust.v2_007422			
OG0013146		Caust.v2_007424			
OG0013147		Caust.v2_007416			
OG0013148		Caust.v2_007421			
OG0013149		Caust.v2_007413			
OG0013150		Caust.v2_007417			
OG0013151		Caust.v2_007423			
OG0013152		Caust.v2_007425			
OG0013153		Caust.v2_007444			
OG0013154		Caust.v2_007426			
OG0013155		Caust.v2_007439			
OG0013156		Caust.v2_007442			
OG0013157		Caust.v2_007427			
OG0013158		Caust.v2_007443			
OG0013159		Caust.v2_007440			
OG0013160		Caust.v2_022597			
OG0013161		Caust.v2_003302			
OG0013162		Caust.v2_003303			
OG0013163		Caust.v2_003301			
OG0013164		Caust.v2_003305			
OG0013165		Caust.v2_003332			
OG0013166		Caust.v2_003343			
OG0013167		Caust.v2_003352			
OG0013168		Caust.v2_003344			
OG0013169		Caust.v2_003348			
OG0013170		Caust.v2_003342			
OG0013171		Caust.v2_003358			
OG0013172		Caust.v2_003368			
OG0013173		Caust.v2_003371			
OG0013174		Caust.v2_003375			
OG0013175		Caust.v2_003370			
OG0013176		Caust.v2_003373			
OG0013177		Caust.v2_003374			
OG0013178		Caust.v2_003381			
OG0013179		Caust.v2_003378			
OG0013180		Caust.v2_003379			
OG0013181		Caust.v2_003382			
OG0013182		Caust.v2_003380			
OG0013183		Caust.v2_003383			
OG0013184		Caust.v2_003384			
OG0013185		Caust.v2_003386			
OG0013186		Caust.v2_003388			
OG0013187		Caust.v2_003377			
OG0013188		Caust.v2_003376			
OG0013189		Caust.v2_003395			
OG0013190		Caust.v2_003385			
OG0013191		Caust.v2_003387			
OG0013192		Caust.v2_003393			
OG0013193		Caust.v2_016371			
OG0013194		Caust.v2_016377			
OG0013195		Caust.v2_020017			
OG0013196		Caust.v2_020018			
OG0013197		Caust.v2_015751			
OG0013198		Caust.v2_015749			
OG0013199		Caust.v2_015744			
OG0013200		Caust.v2_022307			
OG0013201		Caust.v2_019971			
OG0013202		Caust.v2_019970			
OG0013203		Caust.v2_016334			
OG0013204		Caust.v2_022353			
OG0013205		Caust.v2_020838			
OG0013206		Caust.v2_020839			
OG0013207		Caust.v2_022472			
OG0013208		Caust.v2_022238			
OG0013209		Caust.v2_022570			
OG0013210		Caust.v2_022014			
OG0013211		Caust.v2_022600			
OG0013212		Caust.v2_006154			
OG0013213		Caust.v2_006153			
OG0013214		Caust.v2_006156			
OG0013215		Caust.v2_006157			
OG0013216		Caust.v2_006160			
OG0013217		Caust.v2_006171			
OG0013218		Caust.v2_006170			
OG0013219		Caust.v2_006180			
OG0013220		Caust.v2_006182			
OG0013221		Caust.v2_006179			
OG0013222		Caust.v2_006181			
OG0013223		Caust.v2_006183			
OG0013224		Caust.v2_006199			
OG0013225		Caust.v2_006214			
OG0013226		Caust.v2_006195			
OG0013227		Caust.v2_006197			
OG0013228		Caust.v2_006209			
OG0013229		Caust.v2_006202			
OG0013230		Caust.v2_006190			
OG0013231		Caust.v2_006194			
OG0013232		Caust.v2_006216			
OG0013233		Caust.v2_006207			
OG0013234		Caust.v2_006208			
OG0013235		Caust.v2_006211			
OG0013236		Caust.v2_006205			
OG0013237		Caust.v2_006203			
OG0013238		Caust.v2_006193			
OG0013239		Caust.v2_006201			
OG0013240		Caust.v2_006215			
OG0013241		Caust.v2_006191			
OG0013242		Caust.v2_006198			
OG0013243		Caust.v2_006200			
OG0013244		Caust.v2_006192			
OG0013245		Caust.v2_006210			
OG0013246		Caust.v2_022179			
OG0013247		Caust.v2_019182			
OG0013248		Caust.v2_019184			
OG0013249		Caust.v2_019183			
OG0013250		Caust.v2_022034			
OG0013251		Caust.v2_014803			
OG0013252		Caust.v2_014805			
OG0013253		Caust.v2_014806			
OG0013254		Caust.v2_014810			
OG0013255		Caust.v2_014812			
OG0013256		Caust.v2_014815			
OG0013257		Caust.v2_014816			
OG0013258		Caust.v2_014814			
OG0013259		Caust.v2_014811			
OG0013260		Caust.v2_014808			
OG0013261		Caust.v2_014807			
OG0013262		Caust.v2_014809			
OG0013263		Caust.v2_014813			
OG0013264		Caust.v2_017365			
OG0013265		Caust.v2_017368			
OG0013266		Caust.v2_017371			
OG0013267		Caust.v2_017370			
OG0013268		Caust.v2_017369			
OG0013269		Caust.v2_017367			
OG0013270		Caust.v2_017366			
OG0013271		Caust.v2_018836			
OG0013272		Caust.v2_018837			
OG0013273		Caust.v2_018835			
OG0013274		Caust.v2_001712			
OG0013275		Caust.v2_001717			
OG0013276		Caust.v2_001723			
OG0013277		Caust.v2_001721			
OG0013278		Caust.v2_001720			
OG0013279		Caust.v2_001719			
OG0013280		Caust.v2_001715			
OG0013281		Caust.v2_001713			
OG0013282		Caust.v2_001738			
OG0013283		Caust.v2_001739			
OG0013284		Caust.v2_001718			
OG0013285		Caust.v2_001728			
OG0013286		Caust.v2_001742			
OG0013287		Caust.v2_001716			
OG0013288		Caust.v2_001730			
OG0013289		Caust.v2_001724			
OG0013290		Caust.v2_001731			
OG0013291		Caust.v2_001725			
OG0013292		Caust.v2_001732			
OG0013293		Caust.v2_001747			
OG0013294		Caust.v2_001743			
OG0013295		Caust.v2_001751			
OG0013296		Caust.v2_001756			
OG0013297		Caust.v2_001752			
OG0013298		Caust.v2_001761			
OG0013299		Caust.v2_001763			
OG0013300		Caust.v2_001750			
OG0013301		Caust.v2_001753			
OG0013302		Caust.v2_001762			
OG0013303		Caust.v2_001758			
OG0013304		Caust.v2_001744			
OG0013305		Caust.v2_001760			
OG0013306		Caust.v2_001757			
OG0013307		Caust.v2_001774			
OG0013308		Caust.v2_001764			
OG0013309		Caust.v2_001766			
OG0013310		Caust.v2_001772			
OG0013311		Caust.v2_001773			
OG0013312		Caust.v2_001767			
OG0013313		Caust.v2_001769			
OG0013314		Caust.v2_001777			
OG0013315		Caust.v2_001778			
OG0013316		Caust.v2_001780			
OG0013317		Caust.v2_001779			
OG0013318		Caust.v2_001782			
OG0013319		Caust.v2_001776			
OG0013320		Caust.v2_001781			
OG0013321		Caust.v2_001803			
OG0013322		Caust.v2_001804			
OG0013323		Caust.v2_001801			
OG0013324		Caust.v2_001802			
OG0013325		Caust.v2_001795			
OG0013326		Caust.v2_001816			
OG0013327		Caust.v2_001808			
OG0013328		Caust.v2_001813			
OG0013329		Caust.v2_001811			
OG0013330		Caust.v2_001812			
OG0013331		Caust.v2_001810			
OG0013332		Caust.v2_001806			
OG0013333		Caust.v2_001809			
OG0013334		Caust.v2_001807			
OG0013335		Caust.v2_001820			
OG0013336		Caust.v2_001822			
OG0013337		Caust.v2_001829			
OG0013338		Caust.v2_001830			
OG0013339		Caust.v2_001828			
OG0013340		Caust.v2_001836			
OG0013341		Caust.v2_001833			
OG0013342		Caust.v2_001827			
OG0013343		Caust.v2_001832			
OG0013344		Caust.v2_001840			
OG0013345		Caust.v2_001842			
OG0013346		Caust.v2_001846			
OG0013347		Caust.v2_001845			
OG0013348		Caust.v2_001852			
OG0013349		Caust.v2_001848			
OG0013350		Caust.v2_001849			
OG0013351		Caust.v2_001847			
OG0013352		Caust.v2_001843			
OG0013353		Caust.v2_001850			
OG0013354		Caust.v2_001859			
OG0013355		Caust.v2_001857			
OG0013356		Caust.v2_001854			
OG0013357		Caust.v2_001858			
OG0013358		Caust.v2_001855			
OG0013359		Caust.v2_001856			
OG0013360		Caust.v2_001851			
OG0013361		Caust.v2_001861			
OG0013362		Caust.v2_001868			
OG0013363		Caust.v2_001871			
OG0013364		Caust.v2_001860			
OG0013365		Caust.v2_001864			
OG0013366		Caust.v2_001874			
OG0013367		Caust.v2_001867			
OG0013368		Caust.v2_001862			
OG0013369		Caust.v2_001873			
OG0013370		Caust.v2_001866			
OG0013371		Caust.v2_001863			
OG0013372		Caust.v2_001872			
OG0013373		Caust.v2_001870			
OG0013374		Caust.v2_001865			
OG0013375		Caust.v2_001869			
OG0013376		Caust.v2_001879			
OG0013377		Caust.v2_001886			
OG0013378		Caust.v2_001888			
OG0013379		Caust.v2_001899			
OG0013380		Caust.v2_001896			
OG0013381		Caust.v2_001902			
OG0013382		Caust.v2_001916			
OG0013383		Caust.v2_001921			
OG0013384		Caust.v2_001927			
OG0013385		Caust.v2_001923			
OG0013386		Caust.v2_001925			
OG0013387		Caust.v2_001926			
OG0013388		Caust.v2_001924			
OG0013389		Caust.v2_001928			
OG0013390		Caust.v2_001937			
OG0013391		Caust.v2_001940			
OG0013392		Caust.v2_001932			
OG0013393		Caust.v2_001931			
OG0013394		Caust.v2_001929			
OG0013395		Caust.v2_001933			
OG0013396		Caust.v2_001938			
OG0013397		Caust.v2_001936			
OG0013398		Caust.v2_001942			
OG0013399		Caust.v2_001930			
OG0013400		Caust.v2_001934			
OG0013401		Caust.v2_001941			
OG0013402		Caust.v2_001951			
OG0013403		Caust.v2_001943			
OG0013404		Caust.v2_001954			
OG0013405		Caust.v2_001962			
OG0013406		Caust.v2_001957			
OG0013407		Caust.v2_001945			
OG0013408		Caust.v2_001953			
OG0013409		Caust.v2_001950			
OG0013410		Caust.v2_001956			
OG0013411		Caust.v2_001944			
OG0013412		Caust.v2_001948			
OG0013413		Caust.v2_001949			
OG0013414		Caust.v2_001952			
OG0013415		Caust.v2_001958			
OG0013416		Caust.v2_001978			
OG0013417		Caust.v2_001960			
OG0013418		Caust.v2_001966			
OG0013419		Caust.v2_001973			
OG0013420		Caust.v2_001977			
OG0013421		Caust.v2_001967			
OG0013422		Caust.v2_001969			
OG0013423		Caust.v2_015391			
OG0013424		Caust.v2_015393			
OG0013425		Caust.v2_015398			
OG0013426		Caust.v2_015394			
OG0013427		Caust.v2_015399			
OG0013428		Caust.v2_015397			
OG0013429		Caust.v2_015396			
OG0013430		Caust.v2_020114			
OG0013431		Caust.v2_020113			
OG0013432		Caust.v2_014654			
OG0013433		Caust.v2_014653			
OG0013434		Caust.v2_014655			
OG0013435		Caust.v2_014659			
OG0013436		Caust.v2_014657			
OG0013437		Caust.v2_014656			
OG0013438		Caust.v2_021675			
OG0013439		Caust.v2_016429			
OG0013440		Caust.v2_021455			
OG0013441		Caust.v2_014789			
OG0013442		Caust.v2_017200			
OG0013443		Caust.v2_009524			
OG0013444		Caust.v2_009519			
OG0013445		Caust.v2_009525			
OG0013446		Caust.v2_009537			
OG0013447		Caust.v2_009522			
OG0013448		Caust.v2_009521			
OG0013449		Caust.v2_009527			
OG0013450		Caust.v2_009523			
OG0013451		Caust.v2_019297			
OG0013452		Caust.v2_019296			
OG0013453		Caust.v2_019298			
OG0013454		Caust.v2_022243			
OG0013455		Caust.v2_013656			
OG0013456		Caust.v2_013661			
OG0013457		Caust.v2_013668			
OG0013458		Caust.v2_013659			
OG0013459		Caust.v2_013657			
OG0013460		Caust.v2_013669			
OG0013461		Caust.v2_018285			
OG0013462		Caust.v2_018284			
OG0013463		Caust.v2_021972			
OG0013464		Caust.v2_016101			
OG0013465		Caust.v2_020209			
OG0013466		Caust.v2_020210			
OG0013467		Caust.v2_020734			
OG0013468		Caust.v2_019658			
OG0013469		Caust.v2_019659			
OG0013470		Caust.v2_021112			
OG0013471		Caust.v2_013340			
OG0013472		Caust.v2_013351			
OG0013473		Caust.v2_013343			
OG0013474		Caust.v2_013352			
OG0013475		Caust.v2_013354			
OG0013476		Caust.v2_013355			
OG0013477		Caust.v2_013342			
OG0013478		Caust.v2_013353			
OG0013479		Caust.v2_013345			
OG0013480		Caust.v2_021696			
OG0013481		Caust.v2_015586			
OG0013482		Caust.v2_015582			
OG0013483		Caust.v2_015488			
OG0013484		Caust.v2_015489			
OG0013485		Caust.v2_015493			
OG0013486		Caust.v2_020401			
OG0013487		Caust.v2_020402			
OG0013488		Caust.v2_018372			
OG0013489		Caust.v2_020474			
OG0013490		Caust.v2_018727			
OG0013491		Caust.v2_018728			
OG0013492		Caust.v2_018726			
OG0013493		Caust.v2_018596			
OG0013494		Caust.v2_018597			
OG0013495		Caust.v2_018595			
OG0013496		Caust.v2_020697			
OG0013497		Caust.v2_020698			
OG0013498		Caust.v2_021781			
OG0013499		Caust.v2_021110			
OG0013500		Caust.v2_013544			
OG0013501		Caust.v2_013540			
OG0013502		Caust.v2_013531			
OG0013503		Caust.v2_019285			
OG0013504		Caust.v2_020000			
OG0013505		Caust.v2_022512			
OG0013506		Caust.v2_016452			
OG0013507		Caust.v2_016451			
OG0013508		Caust.v2_014508			
OG0013509		Caust.v2_014506			
OG0013510		Caust.v2_021654			
OG0013511		Caust.v2_021090			
OG0013512		Caust.v2_022192			
OG0013513		Caust.v2_008218			
OG0013514		Caust.v2_008216			
OG0013515		Caust.v2_008217			
OG0013516		Caust.v2_008215			
OG0013517		Caust.v2_008212			
OG0013518		Caust.v2_008219			
OG0013519		Caust.v2_008238			
OG0013520		Caust.v2_008240			
OG0013521		Caust.v2_008223			
OG0013522		Caust.v2_008244			
OG0013523		Caust.v2_008228			
OG0013524		Caust.v2_008221			
OG0013525		Caust.v2_008224			
OG0013526		Caust.v2_008229			
OG0013527		Caust.v2_008239			
OG0013528		Caust.v2_008230			
OG0013529		Caust.v2_008222			
OG0013530		Caust.v2_008242			
OG0013531		Caust.v2_017828			
OG0013532		Caust.v2_017829			
OG0013533		Caust.v2_021558			
OG0013534		Caust.v2_020237			
OG0013535		Caust.v2_019917			
OG0013536		Caust.v2_019916			
OG0013537		Caust.v2_017321			
OG0013538		Caust.v2_017316			
OG0013539		Caust.v2_017318			
OG0013540		Caust.v2_017314			
OG0013541		Caust.v2_017317			
OG0013542		Caust.v2_017315			
OG0013543		Caust.v2_021199			
OG0013544		Caust.v2_021472			
OG0013545		Caust.v2_022425			
OG0013546		Caust.v2_016581			
OG0013547		Caust.v2_016576			
OG0013548		Caust.v2_016582			
OG0013549		Caust.v2_016579			
OG0013550		Caust.v2_016584			
OG0013551		Caust.v2_016575			
OG0013552		Caust.v2_016578			
OG0013553		Caust.v2_016583			
OG0013554		Caust.v2_018807			
OG0013555		Caust.v2_018646			
OG0013556		Caust.v2_018645			
OG0013557		Caust.v2_018647			
OG0013558		Caust.v2_020833			
OG0013559		Caust.v2_022547			
OG0013560		Caust.v2_013649			
OG0013561		Caust.v2_013637			
OG0013562		Caust.v2_013638			
OG0013563		Caust.v2_013643			
OG0013564		Caust.v2_013648			
OG0013565		Caust.v2_013647			
OG0013566		Caust.v2_013635			
OG0013567		Caust.v2_013653			
OG0013568		Caust.v2_013644			
OG0013569		Caust.v2_013641			
OG0013570		Caust.v2_013636			
OG0013571		Caust.v2_013646			
OG0013572		Caust.v2_013633			
OG0013573		Caust.v2_013634			
OG0013574		Caust.v2_013651			
OG0013575		Caust.v2_013642			
OG0013576		Caust.v2_013652			
OG0013577		Caust.v2_013645			
OG0013578		Caust.v2_013639			
OG0013579		Caust.v2_013650			
OG0013580		Caust.v2_019415			
OG0013581		Caust.v2_019202			
OG0013582		Caust.v2_019204			
OG0013583		Caust.v2_019203			
OG0013584		Caust.v2_014370			
OG0013585		Caust.v2_014367			
OG0013586		Caust.v2_014375			
OG0013587		Caust.v2_018370			
OG0013588		Caust.v2_019302			
OG0013589		Caust.v2_019304			
OG0013590		Caust.v2_018678			
OG0013591		Caust.v2_018679			
OG0013592		Caust.v2_022168			
OG0013593		Caust.v2_018860			
OG0013594		Caust.v2_018859			
OG0013595		Caust.v2_007661			
OG0013596		Caust.v2_007674			
OG0013597		Caust.v2_007666			
OG0013598		Caust.v2_007673			
OG0013599		Caust.v2_007652			
OG0013600		Caust.v2_007647			
OG0013601		Caust.v2_020106			
OG0013602		Caust.v2_020105			
OG0013603		Caust.v2_021693			
OG0013604		Caust.v2_017571			
OG0013605		Caust.v2_017575			
OG0013606		Caust.v2_017572			
