Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0012459		Caust.v2_015056		
OG0012460		Caust.v2_015048		
OG0012461		Caust.v2_015053		
OG0012462		Caust.v2_015055		
OG0012463		Caust.v2_015050		
OG0012464		Caust.v2_015058		
OG0012465		Caust.v2_018745		
OG0012466		Caust.v2_018744		
OG0012467		Caust.v2_018743		
OG0012468		Caust.v2_016535		
OG0012469		Caust.v2_016532		
OG0012470		Caust.v2_016536		
OG0012471		Caust.v2_016531		
OG0012472		Caust.v2_016534		
OG0012473		Caust.v2_016533		
OG0012474		Caust.v2_016537		
OG0012475		Caust.v2_016530		
OG0012476		Caust.v2_021791		
OG0012477		Caust.v2_020906		
OG0012478		Caust.v2_020905		
OG0012479		Caust.v2_020073		
OG0012480		Caust.v2_020072		
OG0012481		Caust.v2_021944		
OG0012482		Caust.v2_018844		
OG0012483		Caust.v2_018846		
OG0012484		Caust.v2_018845		
OG0012485		Caust.v2_022012		
OG0012486		Caust.v2_018774		
OG0012487		Caust.v2_018777		
OG0012488		Caust.v2_018776		
OG0012489		Caust.v2_017866		
OG0012490		Caust.v2_017867		
OG0012491		Caust.v2_013838		
OG0012492		Caust.v2_013835		
OG0012493		Caust.v2_013836		
OG0012494		Caust.v2_022190		
OG0012495		Caust.v2_021536		
OG0012496		Caust.v2_017412		
OG0012497		Caust.v2_012753		
OG0012498		Caust.v2_012745		
OG0012499		Caust.v2_012748		
OG0012500		Caust.v2_012744		
OG0012501		Caust.v2_012747		
OG0012502		Caust.v2_012740		
OG0012503		Caust.v2_012750		
OG0012504		Caust.v2_012742		
OG0012505		Caust.v2_012743		
OG0012506		Caust.v2_012741		
OG0012507		Caust.v2_021836		
OG0012508		Caust.v2_015365		
OG0012509		Caust.v2_015371		
OG0012510		Caust.v2_015375		
OG0012511		Caust.v2_015367		
OG0012512		Caust.v2_015373		
OG0012513		Caust.v2_015370		
OG0012514		Caust.v2_015368		
OG0012515		Caust.v2_015372		
OG0012516		Caust.v2_015369		
OG0012517		Caust.v2_015364		
OG0012518		Caust.v2_015366		
OG0012519		Caust.v2_018875		
OG0012520		Caust.v2_022223		
OG0012521		Caust.v2_006472		
OG0012522		Caust.v2_006470		
OG0012523		Caust.v2_006471		
OG0012524		Caust.v2_006485		
OG0012525		Caust.v2_006487		
OG0012526		Caust.v2_006498		
OG0012527		Caust.v2_006491		
OG0012528		Caust.v2_006500		
OG0012529		Caust.v2_006486		
OG0012530		Caust.v2_006489		
OG0012531		Caust.v2_006492		
OG0012532		Caust.v2_006493		
OG0012533		Caust.v2_006502		
OG0012534		Caust.v2_006515		
OG0012535		Caust.v2_006510		
OG0012536		Caust.v2_006514		
OG0012537		Caust.v2_006513		
OG0012538		Caust.v2_006508		
OG0012539		Caust.v2_006517		
OG0012540		Caust.v2_006518		
OG0012541		Caust.v2_006512		
OG0012542		Caust.v2_021763		
OG0012543		Caust.v2_022072		
OG0012544		Caust.v2_020229		
OG0012545		Caust.v2_020230		
OG0012546		Caust.v2_007389		
OG0012547		Caust.v2_007393		
OG0012548		Caust.v2_007390		
OG0012549		Caust.v2_007395		
OG0012550		Caust.v2_007392		
OG0012551		Caust.v2_007399		
OG0012552		Caust.v2_007403		
OG0012553		Caust.v2_007404		
OG0012554		Caust.v2_007406		
OG0012555		Caust.v2_007402		
OG0012556		Caust.v2_007398		
OG0012557		Caust.v2_007400		
OG0012558		Caust.v2_007401		
OG0012559		Caust.v2_007411		
OG0012560		Caust.v2_007408		
OG0012561		Caust.v2_007405		
OG0012562		Caust.v2_007391		
OG0012563		Caust.v2_007407		
OG0012564		Caust.v2_007410		
OG0012565		Caust.v2_007394		
OG0012566		Caust.v2_007412		
OG0012567		Caust.v2_007396		
OG0012568		Caust.v2_007397		
OG0012569		Caust.v2_007414		
OG0012570		Caust.v2_007422		
OG0012571		Caust.v2_007424		
OG0012572		Caust.v2_007416		
OG0012573		Caust.v2_007421		
OG0012574		Caust.v2_007413		
OG0012575		Caust.v2_007417		
OG0012576		Caust.v2_007423		
OG0012577		Caust.v2_007425		
OG0012578		Caust.v2_007444		
OG0012579		Caust.v2_007426		
OG0012580		Caust.v2_007439		
OG0012581		Caust.v2_007427		
OG0012582		Caust.v2_007443		
OG0012583		Caust.v2_007440		
OG0012584		Caust.v2_022597		
OG0012585		Caust.v2_003302		
OG0012586		Caust.v2_003303		
OG0012587		Caust.v2_003301		
OG0012588		Caust.v2_003305		
OG0012589		Caust.v2_003332		
OG0012590		Caust.v2_003343		
OG0012591		Caust.v2_003352		
OG0012592		Caust.v2_003344		
OG0012593		Caust.v2_003348		
OG0012594		Caust.v2_003342		
OG0012595		Caust.v2_003358		
OG0012596		Caust.v2_003368		
OG0012597		Caust.v2_003371		
OG0012598		Caust.v2_003375		
OG0012599		Caust.v2_003370		
OG0012600		Caust.v2_003373		
OG0012601		Caust.v2_003374		
OG0012602		Caust.v2_003381		
OG0012603		Caust.v2_003378		
OG0012604		Caust.v2_003379		
OG0012605		Caust.v2_003382		
OG0012606		Caust.v2_003380		
OG0012607		Caust.v2_003383		
OG0012608		Caust.v2_003384		
OG0012609		Caust.v2_003386		
OG0012610		Caust.v2_003388		
OG0012611		Caust.v2_003392		
OG0012612		Caust.v2_003377		
OG0012613		Caust.v2_003376		
OG0012614		Caust.v2_003395		
OG0012615		Caust.v2_003385		
OG0012616		Caust.v2_003387		
OG0012617		Caust.v2_003393		
OG0012618		Caust.v2_016371		
OG0012619		Caust.v2_016377		
OG0012620		Caust.v2_020017		
OG0012621		Caust.v2_020018		
OG0012622		Caust.v2_015746		
OG0012623		Caust.v2_015750		
OG0012624		Caust.v2_015751		
OG0012625		Caust.v2_015749		
OG0012626		Caust.v2_015744		
OG0012627		Caust.v2_022307		
OG0012628		Caust.v2_019971		
OG0012629		Caust.v2_019970		
OG0012630		Caust.v2_016334		
OG0012631		Caust.v2_022353		
OG0012632		Caust.v2_020838		
OG0012633		Caust.v2_020839		
OG0012634		Caust.v2_022472		
OG0012635		Caust.v2_022238		
OG0012636		Caust.v2_022570		
OG0012637		Caust.v2_022014		
OG0012638		Caust.v2_022600		
OG0012639		Caust.v2_006154		
OG0012640		Caust.v2_006153		
OG0012641		Caust.v2_006156		
OG0012642		Caust.v2_006157		
OG0012643		Caust.v2_006160		
OG0012644		Caust.v2_006171		
OG0012645		Caust.v2_006170		
OG0012646		Caust.v2_006186		
OG0012647		Caust.v2_006180		
OG0012648		Caust.v2_006182		
OG0012649		Caust.v2_006185		
OG0012650		Caust.v2_006179		
OG0012651		Caust.v2_006181		
OG0012652		Caust.v2_006183		
OG0012653		Caust.v2_006199		
OG0012654		Caust.v2_006214		
OG0012655		Caust.v2_006195		
OG0012656		Caust.v2_006197		
OG0012657		Caust.v2_006209		
OG0012658		Caust.v2_006202		
OG0012659		Caust.v2_006190		
OG0012660		Caust.v2_006194		
OG0012661		Caust.v2_006216		
OG0012662		Caust.v2_006207		
OG0012663		Caust.v2_006208		
OG0012664		Caust.v2_006211		
OG0012665		Caust.v2_006205		
OG0012666		Caust.v2_006203		
OG0012667		Caust.v2_006193		
OG0012668		Caust.v2_006201		
OG0012669		Caust.v2_006215		
OG0012670		Caust.v2_006191		
OG0012671		Caust.v2_006198		
OG0012672		Caust.v2_006200		
OG0012673		Caust.v2_006192		
OG0012674		Caust.v2_006210		
OG0012675		Caust.v2_022179		
OG0012676		Caust.v2_019182		
OG0012677		Caust.v2_019184		
OG0012678		Caust.v2_019183		
OG0012679		Caust.v2_022034		
OG0012680		Caust.v2_014803		
OG0012681		Caust.v2_014805		
OG0012682		Caust.v2_014806		
OG0012683		Caust.v2_014810		
OG0012684		Caust.v2_014812		
OG0012685		Caust.v2_014815		
OG0012686		Caust.v2_014816		
OG0012687		Caust.v2_014814		
OG0012688		Caust.v2_014811		
OG0012689		Caust.v2_014808		
OG0012690		Caust.v2_014807		
OG0012691		Caust.v2_014809		
OG0012692		Caust.v2_014813		
OG0012693		Caust.v2_017365		
OG0012694		Caust.v2_017368		
OG0012695		Caust.v2_017371		
OG0012696		Caust.v2_017370		
OG0012697		Caust.v2_017369		
OG0012698		Caust.v2_017367		
OG0012699		Caust.v2_017366		
OG0012700		Caust.v2_018836		
OG0012701		Caust.v2_018837		
OG0012702		Caust.v2_018835		
OG0012703		Caust.v2_001712		
OG0012704		Caust.v2_001717		
OG0012705		Caust.v2_001723		
OG0012706		Caust.v2_001721		
OG0012707		Caust.v2_001720		
OG0012708		Caust.v2_001719		
OG0012709		Caust.v2_001715		
OG0012710		Caust.v2_001713		
OG0012711		Caust.v2_001714		
OG0012712		Caust.v2_001722		
OG0012713		Caust.v2_001738		
OG0012714		Caust.v2_001739		
OG0012715		Caust.v2_001718		
OG0012716		Caust.v2_001728		
OG0012717		Caust.v2_001742		
OG0012718		Caust.v2_001716		
OG0012719		Caust.v2_001730		
OG0012720		Caust.v2_001724		
OG0012721		Caust.v2_001731		
OG0012722		Caust.v2_001725		
OG0012723		Caust.v2_001732		
OG0012724		Caust.v2_001747		
OG0012725		Caust.v2_001743		
OG0012726		Caust.v2_001751		
OG0012727		Caust.v2_001756		
OG0012728		Caust.v2_001752		
OG0012729		Caust.v2_001761		
OG0012730		Caust.v2_001763		
OG0012731		Caust.v2_001750		
OG0012732		Caust.v2_001753		
OG0012733		Caust.v2_001762		
OG0012734		Caust.v2_001758		
OG0012735		Caust.v2_001744		
OG0012736		Caust.v2_001760		
OG0012737		Caust.v2_001757		
OG0012738		Caust.v2_001774		
OG0012739		Caust.v2_001764		
OG0012740		Caust.v2_001766		
OG0012741		Caust.v2_001772		
OG0012742		Caust.v2_001773		
OG0012743		Caust.v2_001767		
OG0012744		Caust.v2_001769		
OG0012745		Caust.v2_001777		
OG0012746		Caust.v2_001778		
OG0012747		Caust.v2_001780		
OG0012748		Caust.v2_001779		
OG0012749		Caust.v2_001782		
OG0012750		Caust.v2_001776		
OG0012751		Caust.v2_001781		
OG0012752		Caust.v2_001803		
OG0012753		Caust.v2_001804		
OG0012754		Caust.v2_001801		
OG0012755		Caust.v2_001802		
OG0012756		Caust.v2_001795		
OG0012757		Caust.v2_001816		
OG0012758		Caust.v2_001808		
OG0012759		Caust.v2_001813		
OG0012760		Caust.v2_001811		
OG0012761		Caust.v2_001812		
OG0012762		Caust.v2_001810		
OG0012763		Caust.v2_001806		
OG0012764		Caust.v2_001809		
OG0012765		Caust.v2_001807		
OG0012766		Caust.v2_001820		
OG0012767		Caust.v2_001822		
OG0012768		Caust.v2_001829		
OG0012769		Caust.v2_001830		
OG0012770		Caust.v2_001828		
OG0012771		Caust.v2_001836		
OG0012772		Caust.v2_001833		
OG0012773		Caust.v2_001827		
OG0012774		Caust.v2_001832		
OG0012775		Caust.v2_001840		
OG0012776		Caust.v2_001842		
OG0012777		Caust.v2_001846		
OG0012778		Caust.v2_001845		
OG0012779		Caust.v2_001852		
OG0012780		Caust.v2_001848		
OG0012781		Caust.v2_001849		
OG0012782		Caust.v2_001847		
OG0012783		Caust.v2_001843		
OG0012784		Caust.v2_001850		
OG0012785		Caust.v2_001859		
OG0012786		Caust.v2_001857		
OG0012787		Caust.v2_001854		
OG0012788		Caust.v2_001858		
OG0012789		Caust.v2_001855		
OG0012790		Caust.v2_001856		
OG0012791		Caust.v2_001851		
OG0012792		Caust.v2_001861		
OG0012793		Caust.v2_001868		
OG0012794		Caust.v2_001871		
OG0012795		Caust.v2_001860		
OG0012796		Caust.v2_001864		
OG0012797		Caust.v2_001874		
OG0012798		Caust.v2_001867		
OG0012799		Caust.v2_001862		
OG0012800		Caust.v2_001873		
OG0012801		Caust.v2_001866		
OG0012802		Caust.v2_001863		
OG0012803		Caust.v2_001872		
OG0012804		Caust.v2_001870		
OG0012805		Caust.v2_001865		
OG0012806		Caust.v2_001869		
OG0012807		Caust.v2_001879		
OG0012808		Caust.v2_001886		
OG0012809		Caust.v2_001888		
OG0012810		Caust.v2_001899		
OG0012811		Caust.v2_001908		
OG0012812		Caust.v2_001896		
OG0012813		Caust.v2_001902		
OG0012814		Caust.v2_001916		
OG0012815		Caust.v2_001927		
OG0012816		Caust.v2_001923		
OG0012817		Caust.v2_001925		
OG0012818		Caust.v2_001926		
OG0012819		Caust.v2_001924		
OG0012820		Caust.v2_001928		
OG0012821		Caust.v2_001937		
OG0012822		Caust.v2_001940		
OG0012823		Caust.v2_001932		
OG0012824		Caust.v2_001931		
OG0012825		Caust.v2_001929		
OG0012826		Caust.v2_001933		
OG0012827		Caust.v2_001938		
OG0012828		Caust.v2_001936		
OG0012829		Caust.v2_001942		
OG0012830		Caust.v2_001930		
OG0012831		Caust.v2_001934		
OG0012832		Caust.v2_001941		
OG0012833		Caust.v2_001951		
OG0012834		Caust.v2_001943		
OG0012835		Caust.v2_001954		
OG0012836		Caust.v2_001962		
OG0012837		Caust.v2_001957		
OG0012838		Caust.v2_001945		
OG0012839		Caust.v2_001953		
OG0012840		Caust.v2_001950		
OG0012841		Caust.v2_001956		
OG0012842		Caust.v2_001944		
OG0012843		Caust.v2_001948		
OG0012844		Caust.v2_001949		
OG0012845		Caust.v2_001952		
OG0012846		Caust.v2_001958		
OG0012847		Caust.v2_001978		
OG0012848		Caust.v2_001960		
OG0012849		Caust.v2_001966		
OG0012850		Caust.v2_001980		
OG0012851		Caust.v2_001973		
OG0012852		Caust.v2_001977		
OG0012853		Caust.v2_001967		
OG0012854		Caust.v2_001969		
OG0012855		Caust.v2_015391		
OG0012856		Caust.v2_015393		
OG0012857		Caust.v2_015398		
OG0012858		Caust.v2_015394		
OG0012859		Caust.v2_015399		
OG0012860		Caust.v2_015397		
OG0012861		Caust.v2_015396		
OG0012862		Caust.v2_020114		
OG0012863		Caust.v2_020113		
OG0012864		Caust.v2_014654		
OG0012865		Caust.v2_014653		
OG0012866		Caust.v2_014655		
OG0012867		Caust.v2_014659		
OG0012868		Caust.v2_014657		
OG0012869		Caust.v2_014656		
OG0012870		Caust.v2_021675		
OG0012871		Caust.v2_016429		
OG0012872		Caust.v2_022482		
OG0012873		Caust.v2_021455		
OG0012874		Caust.v2_014789		
OG0012875		Caust.v2_017200		
OG0012876		Caust.v2_009524		
OG0012877		Caust.v2_009519		
OG0012878		Caust.v2_009525		
OG0012879		Caust.v2_009537		
OG0012880		Caust.v2_009522		
OG0012881		Caust.v2_009521		
OG0012882		Caust.v2_009527		
OG0012883		Caust.v2_009523		
OG0012884		Caust.v2_019297		
OG0012885		Caust.v2_019296		
OG0012886		Caust.v2_019298		
OG0012887		Caust.v2_022243		
OG0012888		Caust.v2_013656		
OG0012889		Caust.v2_013661		
OG0012890		Caust.v2_013668		
OG0012891		Caust.v2_013659		
OG0012892		Caust.v2_013657		
OG0012893		Caust.v2_013669		
OG0012894		Caust.v2_018285		
OG0012895		Caust.v2_018284		
OG0012896		Caust.v2_021972		
OG0012897		Caust.v2_016101		
OG0012898		Caust.v2_020209		
OG0012899		Caust.v2_020210		
OG0012900		Caust.v2_020734		
OG0012901		Caust.v2_019658		
OG0012902		Caust.v2_019659		
OG0012903		Caust.v2_021112		
OG0012904		Caust.v2_013340		
OG0012905		Caust.v2_013351		
OG0012906		Caust.v2_013343		
OG0012907		Caust.v2_013352		
OG0012908		Caust.v2_013354		
OG0012909		Caust.v2_013355		
OG0012910		Caust.v2_013342		
OG0012911		Caust.v2_013353		
OG0012912		Caust.v2_013345		
OG0012913		Caust.v2_021696		
OG0012914		Caust.v2_015582		
OG0012915		Caust.v2_015488		
OG0012916		Caust.v2_015489		
OG0012917		Caust.v2_015493		
OG0012918		Caust.v2_020401		
OG0012919		Caust.v2_020402		
OG0012920		Caust.v2_018372		
OG0012921		Caust.v2_020474		
OG0012922		Caust.v2_018727		
OG0012923		Caust.v2_018728		
OG0012924		Caust.v2_018726		
OG0012925		Caust.v2_018596		
OG0012926		Caust.v2_018597		
OG0012927		Caust.v2_018595		
OG0012928		Caust.v2_020697		
OG0012929		Caust.v2_020698		
OG0012930		Caust.v2_021781		
OG0012931		Caust.v2_021110		
OG0012932		Caust.v2_013544		
OG0012933		Caust.v2_013540		
OG0012934		Caust.v2_013531		
OG0012935		Caust.v2_019285		
OG0012936		Caust.v2_020000		
OG0012937		Caust.v2_022512		
OG0012938		Caust.v2_016452		
OG0012939		Caust.v2_016451		
OG0012940		Caust.v2_014508		
OG0012941		Caust.v2_014506		
OG0012942		Caust.v2_021654		
OG0012943		Caust.v2_021090		
OG0012944		Caust.v2_022192		
OG0012945		Caust.v2_008218		
OG0012946		Caust.v2_008216		
OG0012947		Caust.v2_008217		
OG0012948		Caust.v2_008215		
OG0012949		Caust.v2_008212		
OG0012950		Caust.v2_008219		
OG0012951		Caust.v2_008238		
OG0012952		Caust.v2_008240		
OG0012953		Caust.v2_008223		
OG0012954		Caust.v2_008244		
OG0012955		Caust.v2_008250		
OG0012956		Caust.v2_008228		
OG0012957		Caust.v2_008221		
OG0012958		Caust.v2_008224		
OG0012959		Caust.v2_008229		
OG0012960		Caust.v2_008239		
OG0012961		Caust.v2_008230		
OG0012962		Caust.v2_008222		
OG0012963		Caust.v2_008242		
OG0012964		Caust.v2_017828		
OG0012965		Caust.v2_017829		
OG0012966		Caust.v2_021558		
OG0012967		Caust.v2_020237		
OG0012968		Caust.v2_019917		
OG0012969		Caust.v2_019916		
OG0012970		Caust.v2_017321		
OG0012971		Caust.v2_017316		
OG0012972		Caust.v2_017318		
OG0012973		Caust.v2_017314		
OG0012974		Caust.v2_017317		
OG0012975		Caust.v2_017315		
OG0012976		Caust.v2_021199		
OG0012977		Caust.v2_021472		
OG0012978		Caust.v2_022425		
OG0012979		Caust.v2_016581		
OG0012980		Caust.v2_016576		
OG0012981		Caust.v2_016582		
OG0012982		Caust.v2_016579		
OG0012983		Caust.v2_016584		
OG0012984		Caust.v2_016575		
OG0012985		Caust.v2_016578		
OG0012986		Caust.v2_016583		
OG0012987		Caust.v2_018807		
OG0012988		Caust.v2_018646		
OG0012989		Caust.v2_018645		
OG0012990		Caust.v2_018647		
OG0012991		Caust.v2_020833		
OG0012992		Caust.v2_022547		
OG0012993		Caust.v2_013649		
OG0012994		Caust.v2_013637		
OG0012995		Caust.v2_013638		
OG0012996		Caust.v2_013643		
OG0012997		Caust.v2_013648		
OG0012998		Caust.v2_013647		
OG0012999		Caust.v2_013635		
OG0013000		Caust.v2_013653		
OG0013001		Caust.v2_013644		
OG0013002		Caust.v2_013641		
OG0013003		Caust.v2_013636		
OG0013004		Caust.v2_013646		
OG0013005		Caust.v2_013633		
OG0013006		Caust.v2_013634		
OG0013007		Caust.v2_013651		
OG0013008		Caust.v2_013642		
OG0013009		Caust.v2_013652		
OG0013010		Caust.v2_013645		
OG0013011		Caust.v2_013639		
OG0013012		Caust.v2_013650		
OG0013013		Caust.v2_019202		
OG0013014		Caust.v2_019204		
OG0013015		Caust.v2_019203		
OG0013016		Caust.v2_014370		
OG0013017		Caust.v2_014367		
OG0013018		Caust.v2_014375		
OG0013019		Caust.v2_018370		
OG0013020		Caust.v2_019302		
OG0013021		Caust.v2_019304		
OG0013022		Caust.v2_018678		
OG0013023		Caust.v2_018679		
OG0013024		Caust.v2_022168		
OG0013025		Caust.v2_018860		
OG0013026		Caust.v2_018859		
OG0013027		Caust.v2_007661		
OG0013028		Caust.v2_007674		
OG0013029		Caust.v2_007658		
OG0013030		Caust.v2_007666		
OG0013031		Caust.v2_007673		
OG0013032		Caust.v2_007652		
OG0013033		Caust.v2_007647		
OG0013034		Caust.v2_020106		
OG0013035		Caust.v2_020105		
OG0013036		Caust.v2_021693		
OG0013037		Caust.v2_017571		
OG0013038		Caust.v2_017575		
OG0013039		Caust.v2_017572		
OG0013040		Caust.v2_017576		
OG0013041		Caust.v2_017573		
OG0013042		Caust.v2_020151		
OG0013043		Caust.v2_006592		
OG0013044		Caust.v2_006593		
OG0013045		Caust.v2_006581		
OG0013046		Caust.v2_006591		
OG0013047		Caust.v2_006589		
OG0013048		Caust.v2_006594		
OG0013049		Caust.v2_006599		
OG0013050		Caust.v2_006601		
OG0013051		Caust.v2_006607		
OG0013052		Caust.v2_006600		
OG0013053		Caust.v2_006597		
OG0013054		Caust.v2_006596		
OG0013055		Caust.v2_006602		
OG0013056		Caust.v2_006611		
OG0013057		Caust.v2_006610		
OG0013058		Caust.v2_006609		
OG0013059		Caust.v2_006614		
OG0013060		Caust.v2_006608		
OG0013061		Caust.v2_006625		
OG0013062		Caust.v2_006633		
OG0013063		Caust.v2_006635		
OG0013064		Caust.v2_006612		
OG0013065		Caust.v2_006622		
OG0013066		Caust.v2_006623		
OG0013067		Caust.v2_006629		
OG0013068		Caust.v2_006627		
OG0013069		Caust.v2_006615		
OG0013070		Caust.v2_006618		
OG0013071		Caust.v2_006637		
OG0013072		Caust.v2_006619		
OG0013073		Caust.v2_006616		
OG0013074		Caust.v2_016751		
OG0013075		Caust.v2_016746		
OG0013076		Caust.v2_016749		
OG0013077		Caust.v2_016745		
OG0013078		Caust.v2_016750		
OG0013079		Caust.v2_016748		
OG0013080		Caust.v2_016747		
OG0013081		Caust.v2_019855		
OG0013082		Caust.v2_019856		
OG0013083		Caust.v2_019596		
OG0013084		Caust.v2_021567		
OG0013085		Caust.v2_020178		
OG0013086		Caust.v2_020179		
OG0013087		Caust.v2_020561		
OG0013088		Caust.v2_020562		
OG0013089		Caust.v2_015143		
OG0013090		Caust.v2_015145		
OG0013091		Caust.v2_015147		
OG0013092		Caust.v2_015146		
OG0013093		Caust.v2_015144		
OG0013094		Caust.v2_015149		
OG0013095		Caust.v2_020944		
OG0013096		Caust.v2_020943		
OG0013097		Caust.v2_009383		
OG0013098		Caust.v2_009384		
OG0013099		Caust.v2_009386		
OG0013100		Caust.v2_009394		
OG0013101		Caust.v2_009385		
OG0013102		Caust.v2_009387		
OG0013103		Caust.v2_009399		
OG0013104		Caust.v2_009398		
OG0013105		Caust.v2_009405		
OG0013106		Caust.v2_009404		
OG0013107		Caust.v2_009411		
OG0013108		Caust.v2_009410		
OG0013109		Caust.v2_009408		
OG0013110		Caust.v2_009414		
OG0013111		Caust.v2_009409		
OG0013112		Caust.v2_009412		
OG0013113		Caust.v2_009413		
OG0013114		Caust.v2_009418		
OG0013115		Caust.v2_009420		
OG0013116		Caust.v2_009417		
OG0013117		Caust.v2_009415		
OG0013118		Caust.v2_009419		
OG0013119		Caust.v2_009416		
OG0013120		Caust.v2_021031		
OG0013121		Caust.v2_015905		
OG0013122		Caust.v2_015907		
OG0013123		Caust.v2_015909		
OG0013124		Caust.v2_015912		
OG0013125		Caust.v2_018228		
OG0013126		Caust.v2_018230		
OG0013127		Caust.v2_021382		
OG0013128		Caust.v2_008849		
OG0013129		Caust.v2_021870		
OG0013130		Caust.v2_002188		
OG0013131		Caust.v2_002208		
OG0013132		Caust.v2_002215		
OG0013133		Caust.v2_002210		
OG0013134		Caust.v2_002199		
OG0013135		Caust.v2_002209		
OG0013136		Caust.v2_002224		
OG0013137		Caust.v2_002202		
OG0013138		Caust.v2_002205		
OG0013139		Caust.v2_002232		
OG0013140		Caust.v2_002234		
OG0013141		Caust.v2_002219		
OG0013142		Caust.v2_002218		
OG0013143		Caust.v2_002201		
OG0013144		Caust.v2_002213		
OG0013145		Caust.v2_002214		
OG0013146		Caust.v2_002192		
OG0013147		Caust.v2_002236		
OG0013148		Caust.v2_002200		
OG0013149		Caust.v2_002237		
OG0013150		Caust.v2_002248		
OG0013151		Caust.v2_002254		
OG0013152		Caust.v2_002242		
OG0013153		Caust.v2_002258		
OG0013154		Caust.v2_002256		
OG0013155		Caust.v2_002269		
OG0013156		Caust.v2_002289		
OG0013157		Caust.v2_002291		
OG0013158		Caust.v2_002285		
OG0013159		Caust.v2_002284		
OG0013160		Caust.v2_002271		
OG0013161		Caust.v2_002279		
OG0013162		Caust.v2_002296		
OG0013163		Caust.v2_002299		
OG0013164		Caust.v2_002322		
OG0013165		Caust.v2_002306		
OG0013166		Caust.v2_002315		
OG0013167		Caust.v2_002316		
OG0013168		Caust.v2_002319		
OG0013169		Caust.v2_002327		
OG0013170		Caust.v2_002303		
OG0013171		Caust.v2_002328		
OG0013172		Caust.v2_002295		
OG0013173		Caust.v2_002325		
OG0013174		Caust.v2_002298		
OG0013175		Caust.v2_002330		
OG0013176		Caust.v2_002304		
OG0013177		Caust.v2_022734		
OG0013178		Caust.v2_020281		
OG0013179		Caust.v2_020479		
OG0013180		Caust.v2_018391		
OG0013181		Caust.v2_018390		
OG0013182		Caust.v2_018393		
OG0013183		Caust.v2_016112		
OG0013184		Caust.v2_016111		
OG0013185		Caust.v2_020303		
OG0013186		Caust.v2_020302		
OG0013187		Caust.v2_018913		
OG0013188		Caust.v2_018912		
OG0013189		Caust.v2_018914		
OG0013190		Caust.v2_021442		
OG0013191		Caust.v2_021279		
OG0013192		Caust.v2_022579		
OG0013193		Caust.v2_015215		
OG0013194		Caust.v2_015220		
OG0013195		Caust.v2_015221		
OG0013196		Caust.v2_021512		
OG0013197		Caust.v2_021679		
OG0013198		Caust.v2_014554		
OG0013199		Caust.v2_014555		
OG0013200		Caust.v2_014546		
OG0013201		Caust.v2_014548		
OG0013202		Caust.v2_021661		
OG0013203		Caust.v2_013917		
OG0013204		Caust.v2_013920		
OG0013205		Caust.v2_013918		
OG0013206		Caust.v2_021881		
OG0013207		Caust.v2_021514		
OG0013208		Caust.v2_017061		
OG0013209		Caust.v2_017063		
OG0013210		Caust.v2_017062		
OG0013211		Caust.v2_021131		
OG0013212		Caust.v2_021853		
OG0013213		Caust.v2_008363		
OG0013214		Caust.v2_008359		
OG0013215		Caust.v2_008357		
OG0013216		Caust.v2_008358		
OG0013217		Caust.v2_008356		
OG0013218		Caust.v2_008360		
OG0013219		Caust.v2_008354		
OG0013220		Caust.v2_008355		
OG0013221		Caust.v2_008385		
OG0013222		Caust.v2_008380		
OG0013223		Caust.v2_008387		
OG0013224		Caust.v2_008388		
OG0013225		Caust.v2_008378		
OG0013226		Caust.v2_008384		
OG0013227		Caust.v2_008386		
OG0013228		Caust.v2_008383		
OG0013229		Caust.v2_008377		
OG0013230		Caust.v2_008382		
OG0013231		Caust.v2_008393		
OG0013232		Caust.v2_008389		
OG0013233		Caust.v2_008394		
OG0013234		Caust.v2_008390		
OG0013235		Caust.v2_008396		
OG0013236		Caust.v2_008395		
OG0013237		Caust.v2_008397		
OG0013238		Caust.v2_008391		
OG0013239		Caust.v2_007759		
OG0013240		Caust.v2_007761		
OG0013241		Caust.v2_007763		
OG0013242		Caust.v2_007768		
OG0013243		Caust.v2_007774		
OG0013244		Caust.v2_007773		
OG0013245		Caust.v2_007766		
OG0013246		Caust.v2_007753		
OG0013247		Caust.v2_007754		
OG0013248		Caust.v2_013130		
OG0013249		Caust.v2_013122		
OG0013250		Caust.v2_013123		
OG0013251		Caust.v2_013128		
OG0013252		Caust.v2_013133		
OG0013253		Caust.v2_013129		
OG0013254		Caust.v2_013132		
OG0013255		Caust.v2_013121		
OG0013256		Caust.v2_013134		
OG0013257		Caust.v2_019921		
OG0013258		Caust.v2_012844		
OG0013259		Caust.v2_012845		
OG0013260		Caust.v2_012838		
OG0013261		Caust.v2_012849		
OG0013262		Caust.v2_021790		
OG0013263		Caust.v2_017278		
OG0013264		Caust.v2_017280		
OG0013265		Caust.v2_017279		
OG0013266		Caust.v2_017281		
OG0013267		Caust.v2_017277		
OG0013268		Caust.v2_005016		
OG0013269		Caust.v2_005009		
OG0013270		Caust.v2_005011		
OG0013271		Caust.v2_005038		
OG0013272		Caust.v2_005041		
OG0013273		Caust.v2_005044		
OG0013274		Caust.v2_005046		
OG0013275		Caust.v2_005023		
OG0013276		Caust.v2_005043		
